,no_suivi,no_rapport,type_rapport,date_envoi,crc,titre,note,type_etablissement,lat,long,ville,departement
352,,jf00140625.html,Rapport d'observations définitives,19/05/2014,CRC Aquitaine Poitou-Charentes,Syndicat mixte - Syndicat départemental d'équipement des communes des Landes (SYDEC) - Mont-de-Marsan (Landes),766,Syndicat mixte,43.899361404,-0.490722577455,Mont-de-Marsan,Landes
353,CALR201335,jf00140689.html,Rapport d'observations définitives,23/10/2013,CRC Champagne-Ardenne Lorraine,Département - Département de Meurthe-et-Moselle - Nancy (Meurthe-et-Moselle),-13,Département,48.6901995499,6.17588254434,Nancy,Meurthe-et-Moselle
354,2014-09,jf00140714.html,Rapport d'observations définitives,22/05/2014,CRC Auvergne Rhône-Alpes,Commune - Pierrelatte - Pierrelatte (Drôme),-48,Commune,44.3606937732,4.68715113615,Pierrelatte,Drôme
355,,jf00140721.html,Rapport d'observations définitives,27/05/2014,CRC Aquitaine Poitou-Charentes,Communauté d'agglomération - Agglomération Côte Basque-Adour (ACBA) - Bayonne (Pyrénées-Atlantiques),5,Communauté d'agglomération,43.492225401599995,-1.4660767435799995,Bayonne,Pyrénées-Atlantiques
356,CALR201337,jf00140737.html,Rapport d'observations définitives,24/10/2013,CRC Champagne-Ardenne Lorraine,Communauté d'agglomération - Communaute d'agglomeration Portes de France Thionville - Yutz (Moselle),77,Communauté d'agglomération,49.3517848092,6.20171929319,Yutz,Moselle
357,1008,jf00140741.html,Rapport d'observations définitives,14/05/2014,CRC Provence-Alpes-Côte d'Azur,Commune - Commune de Mougins - Mougins (Alpes-Maritimes),-3,Commune,43.59614105560001,7.00129444919,Mougins,Alpes-Maritimes
358,CALR201324,jf00140743.html,Rapport d'observations définitives,04/06/2013,CRC Champagne-Ardenne Lorraine,Etablissement public de coopération culturelle - Etablissement Public de Coopération Culturelle L'Autre Canal - Nancy (Meurthe-et-Moselle),-176,Etablissement public de coopération culturelle,48.6901995499,6.17588254434,Nancy,Meurthe-et-Moselle
359,,jf00140782.html,Rapport d'observations définitives,04/06/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes - Communauté de communes du Val d'Albret - Nérac (Lot-et-Garonne),-5,Communauté de communes,44.132100433199994,0.343358299602,Nérac,Lot-et-Garonne
360,CALR201322,jf00140802.html,Rapport d'observations définitives,30/05/2013,CRC Champagne-Ardenne Lorraine,Office public de l'habitat - Office public de l'habitat de Chaumont - CHAUMONT (Haute-Marne),-94,Office public de l'habitat,48.0980144211,5.14070044621,CHAUMONT,Haute-Marne
361,2014- 368,jf00140818.html,Rapport d'observations définitives,06/05/2014,CRC Alsace,Etablissement hospitalier public - Centre hospitalier Saint Morand - Altkirch (Haut-Rhin),-130,Etablissement hospitalier public,47.6210336538,7.24484329622,Altkirch,Haut-Rhin
362,2014-02,jf00140850.html,Rapport d'observations définitives,07/05/2014,CRC Bretagne,Commune - La Gacilly - La Gacilly (Morbihan),-14,Commune,47.7728317091,-2.15651114837,La Gacilly,Morbihan
363,,jf00140910.html,Rapport d'observations définitives,20/06/2014,CRC Provence-Alpes-Côte d'Azur,Département - Conseil Général du Vaucluse - Avignon (Vaucluse),-218,Département,43.9352448339,4.84071572505,Avignon,Vaucluse
364,2013040,jf00140947.html,Rapport d'observations définitives,13/11/2013,CRC Centre Limousin,Communauté de communes - Communauté de communes de Beauce et du Gâtinais - Pithiviers (Loiret),57,Communauté de communes,48.1805102613,2.24994341572,Pithiviers,Loiret
365,2013041,jf00140949.html,Rapport d'observations définitives,26/11/2013,CRC Centre Limousin,Caisse des écoles - Caisse des écoles de Limoges - Limoges (Haute-Vienne),-15,Caisse des écoles,45.8542549589,1.2487579024,Limoges,Haute-Vienne
366,,jf00140961.html,Rapport d'observations définitives,17/06/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes - Communauté de communes du Cubzaguais - Saint-André-de-Cubzac (Gironde),4,Communauté de communes,44.9954623723,-0.43596742679,Saint-André-de-Cubzac,Gironde
367,2014-03,jf00140963.html,Rapport d'observations définitives,14/05/2014,CRC Bretagne,Commune - Plérin - Plérin (Côtes-d'Armor),-26,Commune,48.5441732134,-2.77004635921,Plérin,Côtes-d'Armor
368,20140012,jf00140964.html,Rapport d'observations définitives,05/05/2014,CRC Midi-Pyrénées,Communauté de communes - bassin de Decazeville-Aubin - Decazeville (Aveyron),18,Communauté de communes,44.567273002,2.25243853064,Decazeville,Aveyron
369,,jf00140975.html,Rapport d'observations définitives,27/05/2014,CRC Basse-Normandie Haute-Normandie,Association - Agence pour le Développement Economique de l'agglomération rouennaise (ADEAR) - Rouen (Seine-Maritime),-35,Association,49.441346010299995,1.09256784278,Rouen,Seine-Maritime
370,,jf00140982.html,Rapport d'observations définitives,14/06/2013,CRC Auvergne Rhône-Alpes,Syndicat d'électrification - Syndicat départemental d'énergies de la Drôme - Valence (Drôme),-16,Syndicat d'électrification,44.9229811667,4.91444013136,Valence,Drôme
371,,jf00140986.html,Rapport d'observations définitives,23/06/2014,CRC Provence-Alpes-Côte d'Azur,Chambre de métiers - La Chambre de Métiers et l'Artisanat du Var - Toulon (Var),-557,Chambre de métiers,43.1361589728,5.932396342490001,Toulon,Var
372,,jf00140988.html,Rapport d'observations définitives,22/07/2013,CRC Auvergne Rhône-Alpes,Communauté de communes - Communaute de communes du Pays de Gex (CCPG) - Gex (Ain),0,Communauté de communes,46.34718917470001,6.0465055556800005,Gex,Ain
373,2014-12,jf00140999.html,Rapport d'observations définitives,11/06/2014,CRC Bretagne,Commune - Landéan - Landéan (Ille-et-Vilaine),1,Commune,48.4131956969,-1.14760395074,Landéan,Ille-et-Vilaine
374,,jf00141011.html,Rapport d'observations définitives,23/05/2014,CRC Basse-Normandie Haute-Normandie,Communauté de communes - Communaute de communes du Pays d'Argentan - Argentan (Orne),88,Communauté de communes,48.73218809189999,-0.0132322590535,Argentan,Orne
375,,jf00141012.html,Rapport d'observations définitives,01/03/2013,CRC Auvergne Rhône-Alpes,Commune - Saint-Gervais-les-Bains - Saint-Gervais-les-Bains (Haute-Savoie),16,Commune,45.8571864862,6.74016257718,Saint-Gervais-les-Bains,Haute-Savoie
376,,jf00141023.html,Rapport d'observations définitives,28/06/2014,CRC Provence-Alpes-Côte d'Azur,Commune - Graveson - Graveson (Bouches-du-Rhône),-21,Commune,43.8539111696,4.76717369182,Graveson,Bouches-du-Rhône
377,,jf00141028.html,Rapport d'observations définitives,26/06/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes - Communauté de communes de la région de Couhé - Couhé (Vienne),-37,Communauté de communes,46.2960515844,0.179497066899,Couhé,Vienne
378,2014-08,jf00141044.html,Rapport d'observations définitives,04/06/2014,CRC Bretagne,Etablissement hospitalier public - Centre hospitalier de Bretagne Atlantique - Vannes (Morbihan),-192,Etablissement hospitalier public,47.6597493766,-2.75714329498,Vannes,Morbihan
379,2014-09,jf00141052.html,Rapport d'observations définitives,10/06/2014,CRC Bretagne,Commune - Quimperlé - Quimperlé (Finistère),162,Commune,47.85613033550001,-3.55642894655,Quimperlé,Finistère
380,2013-237,jf00141055.html,Rapport d'observations définitives,20/12/2013,CRC Pays de la Loire,Etablissement public industriel et commercial - Angers Agglomération Développement - ANGERS (Maine-et-Loire),-89,Etablissement public industriel et commercial,47.476837416,-0.556125995444,ANGERS,Maine-et-Loire
381,CALR201408,jf00141079.html,Rapport d'observations définitives,20/05/2014,CRC Champagne-Ardenne Lorraine,Commune - commune de Verdun - Verdun (Meuse),-243,Commune,49.1454831903,5.361418212609999,Verdun,Meuse
382,2014-13,jf00141099.html,Rapport d'observations définitives,11/06/2014,CRC Bretagne,Etablissement hospitalier public - Centre hospitalier des Marches de Bretagne - Antrain (Ille-et-Vilaine),-94,Etablissement hospitalier public,48.4623399244,-1.4787589763100002,Antrain,Ille-et-Vilaine
383,2014-0015,jf00141107.html,Rapport d'observations définitives,03/06/2014,CRC Midi-Pyrénées,Communauté de communes - Figeac communauté - Figeac (Lot),-71,Communauté de communes,44.6055314625,2.02540303775,Figeac,Lot
384,2013-230,jf00141115.html,Rapport d'observations définitives,12/11/2013,CRC Pays de la Loire,Société d'économie mixte - Société d'économie mixte d'Equipement du Mans - Le Mans (Sarthe),-84,Société d'économie mixte,47.988525671800005,0.200030493539,Le Mans,Sarthe
385,CALR201407,jf00141122.html,Rapport d'observations définitives,20/05/2014,CRC Champagne-Ardenne Lorraine,Communauté de communes - Communaute de communes de Verdun - Verdun (Meuse),-304,Communauté de communes,49.1454831903,5.361418212609999,Verdun,Meuse
386,2013-231,jf00141124.html,Rapport d'observations définitives,15/11/2013,CRC Pays de la Loire,Commune - Haute Goulaine -  (Loire-Atlantique),-5,Commune,47.1982209,-1.431196,Haute-Goulaine,Loire-Atlantique
387,,jf00141129.html,Rapport d'observations définitives,04/07/2014,CRC Provence-Alpes-Côte d'Azur,Syndicat mixte - Syndicat Mixte Europole de l'Arbois - Aix-en-Provence (Bouches-du-Rhône),-237,Syndicat mixte,43.5360708378,5.3985744458200005,Aix-en-Provence,Bouches-du-Rhône
388,,jf00141158.html,Rapport d'observations définitives,03/07/2014,CRC Aquitaine Poitou-Charentes,Etablissement hospitalier public - Centre Hospitalier Régional Universitaire (CHU) - Bordeaux (Gironde),-110,Etablissement hospitalier public,44.8572445351,-0.57369678116,Bordeaux,Gironde
389,2014-10,jf00141163.html,Rapport d'observations définitives,10/06/2014,CRC Bretagne,Association - Agence de développement économique du pays de Lorient (AudéLor) - Lorient (Morbihan),-65,Association,47.75004869470001,-3.37823200917,Lorient,Morbihan
390,621,jf00141177.html,Rapport d'observations définitives,05/05/2014,CRC Nord-Pas-de-Calais Picardie,Région - Picardie - Amiens (Somme),179,Région,49.900953218599994,2.29007445539,Amiens,Somme
391,605,jf00141178.html,Rapport d'observations définitives,26/05/2014,CRC Nord-Pas-de-Calais Picardie,Commune - Sin le Noble -  (Nord),-235,Commune,50.365851000000006,3.114329,Sin-le-Noble,Nord
392,2014-05,jf00141222.html,Rapport d'observations définitives,15/05/2014,CRC Bretagne,Commune - Saint-Renan - Saint-Renan (Finistère),57,Commune,48.4258372849,-4.62348821209,Saint-Renan,Finistère
393,2014-0019,jf00141251.html,Rapport d'observations définitives,05/05/2014,CRC Midi-Pyrénées,Syndicat mixte - Syndicat mixte de l'agglomération Tarbaise - Bours (Hautes-Pyrénées),-40,Syndicat mixte,43.2761096704,0.0907724442987,Bours,Hautes-Pyrénées
394,2014-209,jf00141258.html,Rapport d'observations définitives,22/05/2014,CRC Pays de la Loire,Maison de retraite - Argance - Durtal (Maine-et-Loire),-239,Maison de retraite,47.6780515421,-0.254608332885,Durtal,Maine-et-Loire
395,2014-07,jf00141259.html,Rapport d'observations définitives,03/06/2014,CRC Bretagne,Communauté d'agglomération - Communauté d'agglomération de Lorient - Lorient (Morbihan),493,Communauté d'agglomération,47.75004869470001,-3.37823200917,Lorient,Morbihan
396,2014-213,jf00141267.html,Rapport d'observations définitives,06/06/2014,CRC Pays de la Loire,Syndicat mixte - Syndicat mixte du Pays Yon et Vie - La Roche-sur-Yon (Vendée),642,Syndicat mixte,46.667526164399995,-1.4077954093,La Roche-sur-Yon,Vendée
397,CALR201410,jf00141274.html,Rapport d'observations définitives,22/05/2014,CRC Champagne-Ardenne Lorraine,Commune - Commune de Freyming-Merlebach - Freyming-Merlebach (Moselle),-46,Commune,49.1525756195,6.79731056431,Freyming-Merlebach,Moselle
398,2014-215,jf00141279.html,Rapport d'observations définitives,06/06/2014,CRC Pays de la Loire,"Communauté de communes - Vie et Boulogne - Le Poiré-sur-Vie
 (Vendée)",645,Communauté de communes,46.76991975399999,-1.5048862645200003,Le Poiré-sur-Vie,Vendée
399,2014-15,jf00141284.html,Rapport d'observations définitives,17/06/2014,CRC Bretagne,Communauté de communes - Communaute de communes du pays de Lesneven et de la Cote des legendes - Lesneven (Finistère),-60,Communauté de communes,48.5801251196,-4.31293757639,Lesneven,Finistère
400,2014-0018,jf00141312.html,Rapport d'observations définitives,05/05/2014,CRC Midi-Pyrénées,Syndicat intercommunal - Syndicat départemental des stations de sports d'hiver des Hautes-Pyrénées - Tarbes (Hautes-Pyrénées),-8,Syndicat intercommunal,43.2347859635,0.0660093937851,Tarbes,Hautes-Pyrénées
401,14-0038 R,jf00141314.html,Rapport d'observations définitives,22/05/2014,CRC Ile-de-France,Département - Departement des Hauts-de-Seine - Nanterre (Hauts-de-Seine),67,Département,48.896070128199995,2.20671346353,Nanterre,Hauts-de-Seine
402,13-0314 R,jf00141319.html,Rapport d'observations définitives,06/05/2014,CRC Ile-de-France,Commune - Sannois - Sannois (Val-d'Oise),-201,Commune,48.9717773111,2.25299514112,Sannois,Val-d'Oise
403,14-0083 R,jf00141322.html,Rapport d'observations définitives,19/06/2014,CRC Ile-de-France,Commune - Meaux - Meaux (Seine-et-Marne),1026,Commune,48.9570625667,2.90003097245,Meaux,Seine-et-Marne
404,CALR201412,jf00141343.html,Rapport d'observations définitives,28/05/2014,CRC Champagne-Ardenne Lorraine,Etablissement hospitalier public - Centre hospitalier de Remiremont - Remiremont (Vosges),-255,Etablissement hospitalier public,48.0013090816,6.58128956332,Remiremont,Vosges
405,CALR201342,jf00141345.html,Rapport d'observations définitives,25/11/2013,CRC Champagne-Ardenne Lorraine,Centre communal d'action sociale - Centre communal d'action sociale de Metz - Metz (Moselle),64,Centre communal d'action sociale,49.1081133279,6.1955245421,Metz,Moselle
406,,jf00141348.html,Rapport d'observations définitives,23/05/2014,CRC Basse-Normandie Haute-Normandie,Commune - Honfleur -  (Calvados),-187,Commune,49.418762,0.233262,Honfleur,Calvados
407,,jf00141359.html,Rapport d'observations définitives,23/05/2014,CRC Basse-Normandie Haute-Normandie,Etablissement hospitalier public - Centre hospitalier public du Cotentin - Cherbourg-Octeville (Manche),-142,Etablissement hospitalier public,49.633412156000006,-1.63390160204,Cherbourg-Octeville,Manche
408,2014-19,jf00141376.html,Rapport d'observations définitives,19/06/2014,CRC Bretagne,Communauté de communes - Communauté de communes de Paimpol-Goà«lo - Plourivo (Côtes-d'Armor),-69,Communauté de communes,48.7416286084,-3.09320460347,Plourivo,Côtes-d'Armor
409,,jf00141528.html,Rapport d'observations définitives,21/07/2014,CRC Aquitaine Poitou-Charentes,Association - Agence de Développement et de Réservation Touristiques de la Charente (ADT) - Angoulême (Charente),-61,Association,45.6472585146,0.14514490683,Angoulême,Charente
410,2014008,jf00141611.html,Rapport d'observations définitives,27/05/2014,CRC Centre Limousin,Commune - Commune d'Argenton-sur-Creuse - Argenton-sur-Creuse (Indre),-51,Commune,46.5787862593,1.4926283101,Argenton-sur-Creuse,Indre
411,,jf00141744.html,Rapport d'observations définitives,24/07/2014,CRC Aquitaine Poitou-Charentes,Communauté de communes - Communauté de communes du confolentais - Confolens (Charente),33,Communauté de communes,46.0191386034,0.6585222790349999,Confolens,Charente
412,MPO2014-0003,jf00141762.html,Rapport d'observations définitives,28/10/2013,CRC Midi-Pyrénées,Groupement d'intérêt public - Midi Picardie informatique hospitalière (MIPIH) - Toulouse (Haute-Garonne),-18,Groupement d'intérêt public,43.5963814303,1.43167293364,Toulouse,Haute-Garonne
413,983,jf00141771.html,Rapport d'observations définitives,07/05/2014,CRC Provence-Alpes-Côte d'Azur,Commune - Six-Fours-les-plages - Six-Fours-les-Plages (Var),-45,Commune,43.086818602,5.82924464931,Six-Fours-les-Plages,Var
414,2013-031,jf00141774.html,Rapport d'observations définitives,16/10/2013,CRC Midi-Pyrénées,Etablissement hospitalier public - Centre hospitalier universitaire de Toulouse - Toulouse (Haute-Garonne),-1,Etablissement hospitalier public,43.5963814303,1.43167293364,Toulouse,Haute-Garonne
415,,jf00141843.html,Rapport d'observations définitives,16/06/2014,CRC Basse-Normandie Haute-Normandie,Communauté de communes - Communaute de communes de Vire - Vire (Calvados),-52,Communauté de communes,48.8512498219,-0.8896019113420001,Vire,Calvados
416,,jf00141873.html,Rapport d'observations définitives,28/05/2014,CRC Provence-Alpes-Côte d'Azur,Commune - Commune de Fréjus - Fréjus (Var),-674,Commune,43.4719558114,6.76361597424,Fréjus,Var
417,CALR201411,jf00141913.html,Rapport d'observations définitives,22/05/2014,CRC Champagne-Ardenne Lorraine,Syndicat mixte - Syndicat mixte pour l'aménagement et la gestion du parc d'activités aéronautiques transfrontalier de Marville - Bar-le-Duc (Meuse),-103,Syndicat mixte,48.764228046499994,5.16346492169,Bar-le-Duc,Meuse
418,CALR201413,jf00141914.html,Rapport d'observations définitives,02/06/2014,CRC Champagne-Ardenne Lorraine,Communauté de communes - Communauté de communes de Freyming-Merlebach - Freyming-Merlebach (Moselle),112,Communauté de communes,49.1525756195,6.79731056431,Freyming-Merlebach,Moselle
419,CALR201416,jf00141915.html,Rapport d'observations définitives,18/06/2014,CRC Champagne-Ardenne Lorraine,Département - Département de la Meuse - Bar-le-Duc (Meuse),-187,Département,48.764228046499994,5.16346492169,Bar-le-Duc,Meuse
